dist,corr,no_jobs,no_machines,problem,corv,objective,type,stopping_criterion,budget,model,inst_n,instance,instance_features,id
exponential,random,20,10,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",9,exponential_random_20_10_09.txt,"flowshop,exponential,random,20,10",646
exponential,random,20,10,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",10,exponential_random_20_10_10.txt,"flowshop,exponential,random,20,10",646
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",1,exponential_random_20_10_01.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",2,exponential_random_20_10_02.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",3,exponential_random_20_10_03.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",4,exponential_random_20_10_04.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",5,exponential_random_20_10_05.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",6,exponential_random_20_10_06.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",7,exponential_random_20_10_07.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",8,exponential_random_20_10_08.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",9,exponential_random_20_10_09.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,10,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",10,exponential_random_20_10_10.txt,"flowshop,exponential,random,20,10",647
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",651
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",652
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,high,"FLOWTIME,PERM,TIME,high",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",653
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",654
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",655
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,NOWAIT,TIME,low,"MAKESPAN,NOWAIT,TIME,low",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",658
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,high,"MAKESPAN,PERM,TIME,high",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",659
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",1,exponential_random_20_15_01.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",2,exponential_random_20_15_02.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",3,exponential_random_20_15_03.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",4,exponential_random_20_15_04.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",5,exponential_random_20_15_05.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",6,exponential_random_20_15_06.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",7,exponential_random_20_15_07.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",8,exponential_random_20_15_08.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",9,exponential_random_20_15_09.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,15,flowshop,0,MAKESPAN,PERM,TIME,low,"MAKESPAN,PERM,TIME,low",10,exponential_random_20_15_10.txt,"flowshop,exponential,random,20,15",660
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",1,exponential_random_20_20_01.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",2,exponential_random_20_20_02.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",3,exponential_random_20_20_03.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",4,exponential_random_20_20_04.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",5,exponential_random_20_20_05.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",6,exponential_random_20_20_06.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",7,exponential_random_20_20_07.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",8,exponential_random_20_20_08.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",9,exponential_random_20_20_09.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,high,"FLOWTIME,NOIDLE,TIME,high",10,exponential_random_20_20_10.txt,"flowshop,exponential,random,20,20",661
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",1,exponential_random_20_20_01.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",2,exponential_random_20_20_02.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",3,exponential_random_20_20_03.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",4,exponential_random_20_20_04.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",5,exponential_random_20_20_05.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",6,exponential_random_20_20_06.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",7,exponential_random_20_20_07.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",8,exponential_random_20_20_08.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",9,exponential_random_20_20_09.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOIDLE,TIME,low,"FLOWTIME,NOIDLE,TIME,low",10,exponential_random_20_20_10.txt,"flowshop,exponential,random,20,20",662
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",1,exponential_random_20_20_01.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",2,exponential_random_20_20_02.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",3,exponential_random_20_20_03.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",4,exponential_random_20_20_04.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",5,exponential_random_20_20_05.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",6,exponential_random_20_20_06.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",7,exponential_random_20_20_07.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",8,exponential_random_20_20_08.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",9,exponential_random_20_20_09.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,high,"FLOWTIME,NOWAIT,TIME,high",10,exponential_random_20_20_10.txt,"flowshop,exponential,random,20,20",663
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",1,exponential_random_20_20_01.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",2,exponential_random_20_20_02.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",3,exponential_random_20_20_03.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",4,exponential_random_20_20_04.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",5,exponential_random_20_20_05.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",6,exponential_random_20_20_06.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",7,exponential_random_20_20_07.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",8,exponential_random_20_20_08.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",9,exponential_random_20_20_09.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,NOWAIT,TIME,low,"FLOWTIME,NOWAIT,TIME,low",10,exponential_random_20_20_10.txt,"flowshop,exponential,random,20,20",664
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",1,exponential_random_20_20_01.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",2,exponential_random_20_20_02.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",3,exponential_random_20_20_03.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",4,exponential_random_20_20_04.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",5,exponential_random_20_20_05.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",6,exponential_random_20_20_06.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",7,exponential_random_20_20_07.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",8,exponential_random_20_20_08.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",9,exponential_random_20_20_09.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,FLOWTIME,PERM,TIME,low,"FLOWTIME,PERM,TIME,low",10,exponential_random_20_20_10.txt,"flowshop,exponential,random,20,20",666
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",1,exponential_random_20_20_01.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",2,exponential_random_20_20_02.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",3,exponential_random_20_20_03.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",4,exponential_random_20_20_04.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",5,exponential_random_20_20_05.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",6,exponential_random_20_20_06.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",7,exponential_random_20_20_07.txt,"flowshop,exponential,random,20,20",667
exponential,random,20,20,flowshop,0,MAKESPAN,NOIDLE,TIME,high,"MAKESPAN,NOIDLE,TIME,high",8,exponential_random_20_20_08.txt,"flowshop,exponential,random,20,20",667
